id,name,datim_code,district_id
673,CENTRE DE SANTE RURAL DE KOMBOROKOURA,SVyZmVYdiK6,58
674,CENTRE DE SANTE RURAL DE KONI,AC6Z4v6Vs55,58
675,CENTRE DE SANTE RURAL DE LATAHA,Of7KomHsbTm,58
676,CENTRE DE SANTE RURAL DE SEGUETIELE,yO6sr5MjkJK,58
677,CENTRE DE SANTE RURAL DE SOHOUO,shRXiu66xHK,58
678,CENTRE DE SANTE URBAIN DE BORON,Lw6kt01zCxx,58
679,CENTRE DE SANTE URBAIN DE DIKODOUGOU,E1kedBcl0Lw,58
680,CENTRE DE SANTE URBAIN DE GUIEMBE,PWIRupJyFUp,58
681,CENTRE DE SANTE URBAIN DE KANOROBA,UKcYcHnil9u,58
682,CENTRE DE SANTE URBAIN DE KARAKORO,FojTS35nyBB,58
683,CENTRE DE SANTE URBAIN DE KOKOTON,A0Vhw7m4Us9,58
684,CENTRE DE SANTE URBAIN DE KOMBORODOUGOU,H1eMi8z93ub,58
685,CENTRE DE SANTE URBAIN DE M'BENGUE,rqUXuPuzwSr,59
686,CENTRE DE SANTE URBAIN DE NAPIE,wQ0jhIkqFiA,58
687,CENTRE DE SANTE URBAIN DE NIOFOIN,mO04hScGIXq,58
688,CENTRE DE SANTE URBAIN DE PETIT PARIS,cRv5XnHlFYT,58
689,CENTRE DE SANTE URBAIN DE SINEMATIALI,xotpNPoVEK7,59
690,CENTRE DE SANTE URBAIN DE SIRASSO,LKeefkqWmsi,58
691,CENTRE DE SANTE URBAIN DE TIORONIARADOUGOU,rCFH09MaVgT,58
692,DISPENSAIRE RURAL DE TORGOKAHA,nvo0yNqWEz6,58
693,CENTRE DE SANTE RURAL DE WOLLO,k2TPeOV89gW,58
694,IP RAHAMATOULAYI,aABeeTmDysF,58
695,MATERNITE DE KASSIRIME,WASYW7PXo3e,58
696,PROTECTION MATERNELLE INFANTILE DE KORHOGO,kD3fPrvTIHX,58
697,SERVICE DE SANTE SCOLAIRE ET UNIVERSITAIRE DE KORHOGO,D8OK72uhPnw,58
698,CENTRE DE SANTE URBAIN DE FACOBLY,xNMoLJw3PIg,62
699,HOPITAL GENERAL DE KOUIBLY,hgTaCmFW2Wm,62
700,CENTRE ANTITUBERCULEUX DE KOUMASSI,ZS30hRHVZsm,63
701,CENTRE MEDICO-SOCIAL CARITAS,FXZ1r6oMpqd,82
702,CENTRE DE SANTE MUNICIPAL AKWABA,dIjJTYwSGwv,82
703,CENTRE DE SANTE RURAL DE AKO BRAKRE,lLJvMRGYALO,82
704,CENTRE DE SANTE URBAIN COMMUNAUTAIRE DE GONZAGUEVILLE,bU3rw5zjgzr,82
705,CENTRE DE SANTE URBAIN COMMUNAUTAIRE DE GRAND CAMPEMENT,qE8POo3eWP2,63
706,CENTRE DE SANTE URBAIN COMMUNAUTAIRE DE KOUMASSI QUARTIER DIVO,mf3CtxsCmX5,63
707,CENTRE DE SANTE URBAIN COMMUNAUTAIRE DE PANGOLIN,Wwz0y6cjeki,63
708,CENTRE DE SANTE URBAIN COMMUNAUTAIRE DE VRIDI CANAL,ZsbgyFJc3o7,82
709,CENTRE DE SANTE URBAIN COMMUNAUTAIRE DE ZOE BRUNO,Gu1f39rgVj2,63
710,CENTRE DE SANTE URBAIN COMMUNAUTAIRE DE AKLOMIABLA,mSfaxqCypSq,63
711,CENTRE MÉDICO-SOCIAL SAINTE THÉRÃ¨SE DE L'ENFANT JÉSUS DE KOUMASSI.,JFihdeYOH6O,63
712,CENTRE DE SANTE URBAIN DE VRIDI 3,wLmOsrIVRXL,82
713,DISPENSAIRE RURAL DE AKPESSEKRO,xQghOX0XYUI,108
714,HOPITAL GENERAL DE KOUMASSI,Upp94L0Euck,63
715,HOPITAL GENERAL DE PORT BOUET,SA4F5qZVJoo,82
716,HOPITAL MUNICIPAL VRIDI CITE,e3jS1H8JVGo,82
717,MATERNITE BLOC 500,T9MSRZcIdDX,82
718,CENTRE DE SANTE RURAL DE ZOKOLILIE,tC674sUgocw,67
719,CENTRE DE SANTE URBAIN DE GOUDOUKO,hqmZ1ZV1gsv,67
720,CENTRE DE SANTE URBAIN DE KOUDOULILIE,PnEGGAxAsrh,67
721,CENTRE DE SANTE URBAIN DE NIAMBEZARIA,YBcq3eaN2JJ,67
722,CENTRE DE SANTE URBAIN DE NIANKOBLOGNOA,UNv5I6UyHt2,67
723,CENTRE DE SANTE URBAIN DE ZIKISSO,piBfvjbXHvb,67
724,HOPITAL GENERAL DE LAKOTA,xMkVSOe4p1U,67
725,CIP/CAMES MAN,CqLsZUK5O8i,69
726,CENTRE ANTITUBERCULEUX DE MAN,vgvnakXuHN5,69
727,CENTRE HOSPITALIER REGIONAL DE MAN,YgVexjhqi57,69
728,CENTRE DE SANTE URBAIN DE GRAND GBAPLEU,yekVbpJEIvI,69
729,CENTRE DE SANTE URBAIN DE LIBREVILLE,i4qe1d2xX5r,69
730,CENTRE DE SANTE URBAIN DE LOGOUALE,iAHbQqhPr4p,69
731,CENTRE DE SANTE URBAIN DE SANGOUINE,sAzC33YzWue,69
732,CENTRE DE SANTE NOTRE DAME MARANDALAH,AI9xkM0ToNi,70
733,CENTRE DE SANTE RURAL DE BOAYAOKRO,rXAHBLQCroo,70
734,CENTRE DE SANTE RURAL DE DANTOGO,zmWRQpX2Xu3,70
735,CENTRE DE SANTE RURAL DE NINANKIRI,ZHVakTi346J,70
736,CENTRE DE SANTE RURAL DE SONONZO,L6jSberGtyd,70
737,CENTRE DE SANTE RURAL DE SOUKOUROUGBAN,v2F7yaSrGxA,70
738,CENTRE DE SANTE RURAL DE TRAFESSO,sV9ZVsTPMBq,70
739,CENTRE DE SANTE URBAIN DE DIANRA,mR9MkrpEpZ2,70
740,CENTRE DE SANTE URBAIN DE KONGASSO,hIpH0sbwP5X,70
741,CENTRE DE SANTE URBAIN DE KOUNAHIRI,wWAwawFnelk,70
742,CENTRE DE SANTE URBAIN DE SARHALA,ICwrqNXczB9,70
743,CENTRE DE SANTE URBAIN DE TIENINGBOUE,nf3bb6qDOLs,70
744,HOPITAL GENERAL DE MANKONO,ldyh2xBsR8C,70
745,SERVICE DE SANTE SCOLAIRE ET UNIVERSITAIRE DE MANKONO,mHLADJ3tibH,70
746,HOPITAL GENERAL DE M'BAHIAKRO,tg4g8ctjPDD,71
747,CENTRE DE SANTE URBAIN DE KANIASSO,AAJj75Afpnr,75
748,HOPITAL GENERAL DE MINIGNAN,ONtr4Oke7lm,75
749,CENTRE DE SANTE RURAL DE KAPKIN,FBSNiXeAHYx,76
750,CENTRE DE SANTE RURAL DE PARHADI,xwN1fvdAr5Z,76
751,CENTRE DE SANTE URBAIN DE KOUTOUBA,l9HzPIQLfyy,76
752,CENTRE DE SANTE URBAIN DE SOMINASSE,LiYMfgJOQGZ,76
753,DISPENSAIRE RURAL DE BOGOFA,KqfSq6wFsCO,76
754,HOPITAL GENERAL DE NASSIAN,rcTGefcsAe3,76
755,CENTRE MEDICO-SOCIAL SUCAF2,RVC0ngers0k,77
756,CENTRE DE SANTE URBAIN DE TAFIRE,Y7UCnh1qFfP,77
757,CENTRE DE SANTE URBAIN DE TORTIYA,irxyzOvqlXn,77
758,HOPITAL GENERAL DE NIAKARAMADOUGOU,RgBionNz3gh,77
759,CENTRE ANTITUBERCULEUX DE ODIENNE,jLfkBKh8C6G,78
760,CENTRE HOSPITALIER REGIONAL DE ODIENNE,Jxaew968a6Q,78
761,CENTRE DE SANTE PIETRO BONILLI,e2BJPqDjJgB,78
762,CENTRE DE SANTE URBAIN DE BAKO,rST0URpVh8m,78
763,CENTRE DE SANTE URBAIN DE SEGUELON,mYYEmP5dxIV,78
764,CENTRE DE SANTE URBAIN DE TIEME,xKlTjxI5d6u,78
765,HOPITAL GENERAL DE MADINANI,rb92Y2goYOk,78
766,PROTECTION MATERNELLE INFANTILE/MATERNITE URBAINE DE ODIENNE,tfG0tQ7tgpw,78
767,CENTRE DE SANTE URBAIN CESACO PIANSOLA DE OUANGOLODOUGOU,W36Ra7o087D,79
768,CENTRE DE SANTE RURAL DE KAOUARA,eo6H1Xv9oSH,79
769,CENTRE DE SANTE RURAL DE KORONANI,DyxyMCgkql4,79
770,CENTRE DE SANTE RURAL DE NAMBINGUE,y2VO9jkN83Q,79
771,CENTRE DE SANTE RURAL DE OUAMELHORO,E1gpoMZJGa4,79
772,CENTRE DE SANTE RURAL DE TOUMOUKORO,OBaMQEihjfA,79
773,CENTRE DE SANTE URBAIN DE DIAWALA,rOvXT87z5lw,79
774,CENTRE DE SANTE URBAIN DE NIELLE,Bmy4Lfd8YtK,79
775,HOPITAL GENERAL DE OUANGOLODOUGOU,BJitmdUUZnn,79
776,CENTRE DE SANTE GABIA,OpKBY7Qr8jw,81
777,CENTRE DE SANTE RURAL DE BROZAN,NgWLPR3C8Xn,81
778,CENTRE DE SANTE RURAL DE DOUKOUYA,yQyHgdJWrFx,81
779,CENTRE DE SANTE RURAL DE SAKAHOUO,f6QY98YMDwZ,81
780,CENTRE DE SANTE RURAL DE ZADDI,m801pGRYn1p,81
781,CENTRE DE SANTE URBAIN DE DIEGONEFLA,FYm8shCtqss,81
782,CENTRE DE SANTE URBAIN DE GUEPAHOUO,BANqpnssl5q,81
783,CENTRE DE SANTE URBAIN DE TONLA,ubS4bnfTIHT,81
784,DISPENSAIRE RURAL DE DOUGBAFLA,MuEJfLICmtg,81
785,HOPITAL GENERAL DE OUME,eJ0BN87Dy3v,81
786,PROTECTION MATERNELLE INFANTILE DE OUME,Ya3SUKHwxh3,81
787,CENTRE DE SANTE RURAL DE KONANDIKRO,ogjXG3ptltk,83
788,CENTRE DE SANTE URBAIN DE KOFFI AMONKRO,kp9TsJVNNfd,83
789,CENTRE DE SANTE NOTRE DAME DU CARMEL DE SAKASSOU,ijU2NlRT5me,84
790,CENTRE DE SANTE RURAL DE ALLOKODJEKRO,SvIlXYJRrbr,84
791,CENTRE DE SANTE RURAL DE ASSANDRE,iizyl2kEbVY,84
792,CENTRE DE SANTE RURAL DE ASSIRIKRO,HHOBanXYNJT,84
793,CENTRE DE SANTE RURAL DE N'GUESSAN POKOUKRO,eMDlRwMQ0dT,84
794,CENTRE DE SANTE RURAL DE SRAN BELLAKRO,mRAY4CsVGPJ,84
795,CENTRE DE SANTE URBAIN DE TOUMODI SAKASSOU,foCGAMPnA6o,84
796,HOPITAL GENERAL DE SAKASSOU,RPaXlCk4g5j,84
797,AIBEF SAN PEDRO,EM04W9yjsef,86
798,CENTRE ANTITUBERCULEUX DE SAN-PEDRO,neFifhFJTNZ,86
799,CENTRE HOSPITALIER REGIONAL DE SAN-PEDRO,y8Y5P1NnKsO,86
800,CENTRE DE SANTE COMMUNAUTAIRE DE KEMOUNDE,QrZMR7t5VT8,86
801,CENTRE DE SANTE RURAL DE ADJAMENE,g0KnzudhcMO,86
802,CENTRE DE SANTE RURAL DE DOGBO,ZzVvt46evgX,86
803,CENTRE DE SANTE RURAL DE GLIGBEUADJI,pBznjfdYNTL,86
804,CENTRE DE SANTE RURAL DE GOH,vaOtQ6rIqEf,86
805,CENTRE DE SANTE RURAL DE MENE CENTRE,mMJsrhlVOtr,86
806,CENTRE DE SANTE RURAL DE MOUSSADOUGOU,GMHrBoNQ4g3,86
807,CENTRE DE SANTE RURAL DE TOUIH,Y5HAhrKeOvU,86
808,CENTRE DE SANTE URBAIN DE GABIADJI,B7g2ZZV6QcC,86
809,CENTRE DE SANTE URBAIN DE GRAND BEREBY,wkWj5fu5yAW,86
810,CENTRE DE SANTE URBAIN DE OLODIO,dTW5ZX1MtBX,93
811,DISPENSAIRE RURAL DE BLAHOU,SI5gk2aJ47U,86
812,DISPENSAIRE RURAL DE BRAHIMAKRO,Ov5LrXJJokL,86
813,DISPENSAIRE RURAL DE DAGADJI,q98tNk7T6uG,86
814,DISPENSAIRE RURAL DE DOBA,hCnNS1IvBdP,86
815,DISPENSAIRE RURAL DE GNITY ECOLE,Tr9YaGciHHY,86
816,DISPENSAIRE RURAL DE KAKO,aOPvPQvgZTL,86
817,DISPENSAIRE RURAL DE NERO BROUSSE,HkOJQUluwW4,86
818,DISPENSAIRE RURAL DE WATTE,hQFbxmjdihv,86
819,FORMATION SANITAIRE URBAINE DE ZIMBABWE,XZ3CveDCzhC,86
820,MATERNITE MUNICIPALE HENRIETTE KONAN BEDIE DE BARDOT,RzP3GUSSiOo,86
821,MATERNITE TERRE ROUGE,YNbgWMAF3Zf,86
822,PROTECTION MATERNELLE INFANTILE DE BARDOT SAN PEDRO,Janfk7ngbqz,86
823,SEMPA (SYNDICAT DES ENTREPRISES DE MANUTENTION DU PORT D'ABIDJAN),PH3iCXemGAo,86
824,SERVICE DE SANTE SCOLAIRE ET UNIVERSITAIRE DE SAN PEDRO,WDg54VT8xAL,86
825,SOCIETE AFRICAINE DE PLANTATION D'HEVEA (SAPH) DE SAN PEDRO,F7zULnxUXNn,86
826,CENTRE MEDICO-SOCIAL DE LA SOGB DE GRAND-BEREBY,igYMBbiT5oJ,86
827,CDV ESTHER DE SASSANDRA,vmhEjOP673Y,87
828,CENTRE SANTE RURAL DE NAPIDOU,XCXh0FtLw3j,87
829,CENTRE DE SANTE GNAGO 2,ShCiNtk9hiv,87
830,CENTRE DE SANTE RURAL DE ADEBEM,N2QZtxsTG6h,87
831,CENTRE DE SANTE RURAL DE GOBROKO,tNl5O99W3Hg,87
832,CENTRE DE SANTE RURAL DE KOKOLOPOZO,nKx0wKAIOK2,87
833,CENTRE DE SANTE RURAL DE LIPOYO,gJxf2295wA2,87
834,CENTRE DE SANTE RURAL DE NIABABLY,Yxn2NIKWC13,87
835,CENTRE DE SANTE RURAL DE NIEGROUBOUE,LsP9ew60QdM,87
836,CENTRE DE SANTE RURAL DE SAFA-MANOIS,wuUjiGAwTIT,87
837,CENTRE DE SANTE RURAL DE SAHOUA,xOO5QnlF3Rv,87
838,CENTRE DE SANTE URBAIN DE DAKPADOU,xDwPGyruuNa,87
839,CENTRE DE SANTE URBAIN DE LOBAKUYA,DhPKT3POmBG,87
840,CENTRE DE SANTE URBAIN DE SAGO,kwx7vOXRyXL,87
841,DISPENSAIRE RURAL DE BALOKUYA,tFzUkNVFDH4,87
842,DISPENSAIRE RURAL DE DJAPADJI,zYe6mJnxEOd,86
843,DISPENSAIRE RURAL DE PAULY-CARREFOUR,EtgRdJWAzGX,87
844,HOPITAL GENERAL DE SASSANDRA,swun2oGm88B,87
845,SERVICE DE SANTE SCOLAIRE ET UNIVERSITAIRE DE SASSANDRA,gk127HQMcbn,87
846,CENTRE DE DIAGNOSTIC ET DE TRAITEMENT DE SEGUELA,XZ4NKBrAp5v,88
847,CENTRE HOSPITALIER REGIONAL DE SEGUELA,MsoAqZk3xSy,88
848,CENTRE DE SANTE URBAIN DE DJIBROSSO,wxubOwSB4sN,88
849,CENTRE DE SANTE URBAIN DE DUALLA,gdnWfdn0sDZ,88
850,CENTRE DE SANTE URBAIN DE MASSALA,kdrLnudYkMx,88
851,CENTRE DE SANTE URBAIN DE MORONDO,v2eZv59IYRd,88
852,CENTRE DE SANTE URBAIN DE SIFIE,kqk48oQRmL6,88
853,CENTRE DE SANTE URBAIN DE WOROFLA,Ag7fzkuUxlR,88
854,HOPITAL GENERAL DE KANI,i41CBAYB85d,88
855,PROTECTION MATERNELLE INFANTILE DE SEGUELA,nY6THfSMJvN,88
856,SERVICE DE SANTE SCOLAIRE ET UNIVERSITAIRE DE SEGUELA,TnShERmknHN,88
857,CENTRE DE SANTE RURAL DE BAKANOU A,KdyBMLjHyCk,89
858,CENTRE DE SANTE RURAL DE BAKANOU B,v6p2uOazZE8,89
859,CENTRE DE SANTE RURAL DE BECEDI,WxAaAGpeKOS,89
860,CENTRE DE SANTE RURAL DE ELLIBOU,pjUnUBdD4cI,89
861,CENTRE DE SANTE URBAIN DE GOMON,D7ylfeWtTg2,89
862,HOPITAL GENERAL DE SIKENSI,nGd8hn6O5Ap,89
863,CENTRE DE SANTE INTEGRE DE KAYETA,SFLhgwgSz6D,91
864,CENTRE DE SANTE INTEGRE DE KOUETINFLA,avwvqb6E9WB,91
865,CENTRE DE SANTE RURAL DE DJENEDOUFLA,LddiBarYbA0,91
866,CENTRE DE SANTE RURAL DE HUAFLA,rClqOucvpzG,91
867,CENTRE DE SANTE RURAL DE MANOUFLA,ndc4PSXuIw1,91
868,CENTRE DE SANTE URBAIN DE BAZRE,izOeXbwA1ql,91
869,CENTRE DE SANTE URBAIN DE KONONFLA,XmcSAVceWZt,91
870,DISPENSAIRE URBAIN MISSION CHRIST ROI DE SINFRA,U5LEcH6AOGY,91
871,HOPITAL GENERAL DE SINFRA,bdyJ9rtd2iL,91
872,SERVICE DE SANTE SCOLAIRE ET UNIVERSITAIRE DE SINFRA,YykMok9eaAw,91
873,CENTRE DE SANTE LESSERI,qYjWcKmdMd9,92
874,CENTRE DE SANTE OUPOYO,GTjvK26agXg,74
875,CENTRE DE SANTE TOUAGUI 2,xktWeTMXFzQ,92
876,CENTRE DE SANTE RURAL DE DAHILI,ZVtn4qbpg3Z,74
877,CENTRE DE SANTE RURAL DE GNANMAGUI,AnSxq52Tr3h,74
878,CENTRE DE SANTE RURAL DE GNOGBOYO,Mofgc9wC8hl,92
879,CENTRE DE SANTE RURAL DE KONEDOUGOU,kpvHFKwh5Lo,92
880,CENTRE DE SANTE RURAL DE KOREAHINOU,nP4pTidz3w3,29
881,CENTRE DE SANTE RURAL DE SAGBOYA V6,WGeyi0jHAmp,29
882,CENTRE DE SANTE RURAL DE SARAKADJI,r9aA9w6aI5v,92
883,CENTRE DE SANTE RURAL DE WONSEALY V2,orNYvrb3y79,92
884,CENTRE DE SANTE RURAL DE ZAKOEOUA,CApCt8AzGZO,92
885,CENTRE DE SANTE URBAIN DE GRAND-ZATTRY,aR2MYWFoVEy,92
886,CENTRE DE SANTE URBAIN DE MAYO,PCZ2EkmdAzi,92
887,CENTRE DE SANTE URBAIN DE MEAGUI,LG3yyEv3VFE,74
888,CENTRE DE SANTE URBAIN DE YABAYO,C1cNA3Td4MX,92
889,DISPENSAIRE RURAL DE BROUAGUI,R4fSaBgR7cO,74
890,DISPENSAIRE RURAL DE DAPEOUA,LkvlcS7iAi1,29
891,DISPENSAIRE RURAL DE GNABOYA,w5cy1xZ4SXM,29
892,DISPENSAIRE RURAL DE GNAKORAGUI,jcKfECIrWoS,74
893,DISPENSAIRE RURAL DE WALEBO,wUh4MVINgQ0,92
894,HOPITAL GENERAL DE BUYO,Hmbf6rHoyxA,29
895,HOPITAL GENERAL DE SOUBRE,YuLEQ47zAFo,92
896,CENTRE DE SANTE URBAIN DE OKROUYO,f9Zr7cssjf7,92
897,CENTRE MEDICO-SOCIAL DE IBOKE,hDFdhOmoLv0,93
898,CENTRE DE SANTE RURAL DE DJAMADJOKE,DVJsepHCUO7,93
899,CENTRE DE SANTE RURAL DE MENEKE,MUjqkbz4aAP,93
900,CENTRE DE SANTE RURAL DE PARA,LbwkXV5gRQz,93
901,CENTRE DE SANTE RURAL DE SEKREKE,g1RfRCcompI,93
902,CENTRE DE SANTE URBAIN DE DJOUROUTOU,JSsAb85pZKI,93
903,CENTRE DE SANTE URBAIN DE GRABO,Ziy3bc22kkv,93
904,DISPENSAIRE RURAL DE BLIDOUBA,RZ2tIiaP9pU,93
905,DISPENSAIRE RURAL DE GOZON,PF5Wsem3UvF,93
906,DISPENSAIRE RURAL DE HYRRE,PNWMUJaEqdU,93
907,DISPENSAIRE RURAL DE MAHINO,m6Zz5zjRpE7,93
908,DISPENSAIRE RURAL DE SOUBLAKE,aFZdVefJdsD,93
909,DISPENSAIRE RURAL DE YOUKOU,VfbKxaiZFAG,93
910,HOPITAL GENERAL DE TABOU,SdYflyiMfqS,93
911,CENTRE DE DIAGNOSTIC ET DE TRAITEMENT DE TANDA,vCFO2J7EXzx,95
912,CENTRE DE SANTE RURAL DE DIAMBA,IWIlIATNHfX,95
913,CENTRE DE SANTE RURAL DE GUIENDE,WSPvddhqmYF,95
914,CENTRE DE SANTE RURAL DE KOTOGWANDA,WlOrU5351in,95
915,CENTRE DE SANTE RURAL DE KOUASSIA NIANGUINI,Jm0pMfRSD4U,95
916,CENTRE DE SANTE RURAL DE N'GUESSAN BRINDOUKRO,K8E1TLeawVA,95
917,CENTRE DE SANTE RURAL DE OUATTE,GWVZtDzInID,95
918,CENTRE DE SANTE URBAIN DE AMANVI,YK1WC4Vl7qD,95
919,CENTRE DE SANTE URBAIN DE ASSUEFRY,om1JoccE9z6,95
920,CENTRE DE SANTE URBAIN DE KOUASSI-DATEKRO,OuACGVkCYxE,95
921,CENTRE DE SANTE URBAIN DE KRAKRO,R3phSvgkj3d,95
922,CENTRE DE SANTE URBAIN DE TANKESSE,fAyDkXLwJsA,95
923,CENTRE DE SANTE URBAIN DE TIEDIO,uLw0172LO15,95
924,CENTRE DE SANTE URBAIN DE TIENKOIKRO,VSkJ8kPoeyC,95
925,HOPITAL GENERAL DE KOUNFAO,QYnSPRqVYBB,95
926,HOPITAL GENERAL DE TANDA,iqgRUraMLF3,95
927,HOPITAL GENERAL DE TRANSUA,loNmNf9Vn3W,95
928,CENTRE DE SANTE RURAL DE BOLONA,Gve5IKszaxw,97
929,CENTRE DE SANTE RURAL DE LOMARA,iNo1JYFLRje,97
930,CENTRE DE SANTE RURAL DE NEGUEPIE,lT05BNhTTnB,97
931,CENTRE DE SANTE URBAIN DE DEBETE,i5mVC0pUNb2,97
932,CENTRE DE SANTE URBAIN DE KANAKONO,izoFRm8iXNU,97
933,HOPITAL GENERAL DE TENGRELA,G4WNrrDTYrz,97
934,PROTECTION MATERNELLE INFANTILE DE TENGRELA,AFbEMETdTNr,97
935,HOPITAL GENERAL DE TAABO,gbcRi2YfoTA,99
936,HOPITAL GENERAL DE TIASSALE,uRFIGGatxRR,99
937,PROTECTION MATERNELLE INFANTILE DE TIASSALE,g3r0uDMaLF8,99
938,CIP/CAMES TIASSALE,S21venu520h,99
939,CENTRE DE SANTE RURAL DE AFFIKRO,MJtHma9PX7T,99
940,CENTRE DE SANTE RURAL DE AHEREMOU 2,oJpKReF3ngP,99
941,CENTRE DE SANTE URBAIN DE BINAO,EPa3wl4EVzU,99
942,CENTRE DE SANTE RURAL DE ETICOUN,DXgIAUgxoVy,99
943,CENTRE DE SANTE RURAL DE KOTIESSOU,zMAOPOuISAO,99
944,CENTRE DE SANTE URBAIN DE MOROKRO,P4KY1nuGYK2,99
945,CENTRE DE SANTE URBAIN DE N'ZIANOUAN,WEXUMqwJQRL,99
946,CENTRE DE SANTE RURAL DE PACOBO,u18Zwr6niCj,99
947,CENTRE DE SANTE RURAL DE SOKROGBO,S7O1OZq9zQH,99
948,CENTRE DE SANTE URBAIN DE N'DOUCI,DisU3qMiuzY,99
949,DISPENSAIRE RURAL DE AMANI MENOU,jMUTquFPdSZ,99
950,DISPENSAIRE RURAL DE BODO,rnOpl9oPA3O,99
951,CENTRE DE SANTE RURAL DE AKOI-N'DENOU,TSPzMtem4t1,100
952,CENTRE DE SANTE RURAL DE BONIAKRO,s6uR9r5y4FP,100
953,CENTRE DE SANTE RURAL DE N'GANGRO,Ygfz9Pz7N99,100
954,CENTRE DE SANTE RURAL DE N'GATADOLIKRO,FkfT93ypJqx,100
955,CENTRE DE SANTE URBAIN DE MOLONOU,GdPfojOHuS5,100
956,CENTRE DE SANTE URBAIN DE YAKPABO SAKOUSOU,k8wltJvDbmj,100
957,DISPENSAIRE RURAL DE GROGRO,CuqwyOE1IeT,100
958,DISPENSAIRE RURAL DE MINABO,IivwpDgNhdQ,100
959,DISPENSAIRE RURAL DE TAKI-SALEKRO,R3La9fh5GP0,100
960,HOPITAL GENERAL DE TIEBISSOU,Vjakieosc7V,100
961,CENTRE HOSPITALIER REGIONAL DE TOUBA,XGFbDrUmEWi,101
962,CENTRE MEDICAL DU COMPLEXE SUCRIER DE BOROTOU,G0bNFrqlub5,101
963,HOPITAL GENERAL DE KORO,TiYgUpMpT2K,101
964,HOPITAL GENERAL DE TOULEPLEU,SooxeTeawU1,102
965,CENTRE DE SANTE URBAIN DE ANGONDA,MfExJCcSSYJ,103
966,CENTRE DE SANTE URBAIN DE KOKOUMBO,clAHOGjxJ4l,103
967,CENTRE DE SANTE URBAIN DE KPOUEBO,UMsqfmE7IyC,103
968,HOPITAL GENERAL DE DJEKANOU,unKvViDJ0cY,103
969,HOPITAL GENERAL DE TOUMODI,B993hYEYIjp,103
970,CENTRE ANTITUBERCULEUX DE TREICHVILLE,gOnIfA71ajb,105
971,CENTRE DE SANTE ESPACE CONFIANCE,QvYKwRr8EN8,105
972,CENTRE MEDICAL LA PIERRE ANGULAIRE,WXSdoplD4T9,105
973,CENTRE INTEGRE DE RECHERCHESÂ BIOCLINIQUESÂ D'ABIDJAN (CIRBA),lieQBPeh7Ei,105
974,CENTRE DE SANTE URBAIN COMMUNAUTAIRE DE ALIODAN,K6Ewpv1vi3H,105
975,DISPENSAIRE ANTI VENERIEN INHP,WoORonu0ZXK,105
976,FORMATION SANITAIRE URBAINE COMMUNAUTAIRE DE ANOMABO,JMSHcLW87Tf,105
977,HOPITAL GENERAL DE MARCORY,Iy710SVSTud,105
978,HOPITAL GENERAL DE TREICHVILLE,W8IFruoJS0v,105
979,HOPE WORLDWIDE COTE D'IVOIRE DE TREICHVILLE,npMoCXCP7Cy,105
980,KO'KHOUA CENTRE NATIONAL DE TRANSFUSION SANGUINE,WOburbkbL8M,105
981,SERVICE DE DERMATOLOGIE DU CENTRE HOSPITALIER UNIVERSITAIRE TREICHVILLE,bisEX4CBU1n,105
982,SERVICE DE GYNECO-OBSTETRIQUE CENTRE HOSPITALIER UNIVERSITAIRE TREICHVILLE,C6iwfrSe044,105
983,SERVICE DE MEDECINE GENERALE CENTRE HOSPITALIER UNIVERSITAIRE TREICHVILLE,oIFHqGHS5yU,105
984,SERVICE DE PEDIATRIE CENTRE HOSPITALIER UNIVERSITAIRE TREICHVILLE,z0wMvNBcMiF,105
985,SERVICE PNEUMO-PHYISIOLOGIE DU CENTRE HOSPITALIER UNIVERSITAIRE TREICHVILLE,kBcvWzt17I7,105
986,SERVICE DE MALADIES INFECTUEUSES TROPICALES DU CENTRE HOSPITALIER UNIVERSITAIRE TREICHVILLE,lVxQj11TXXE,105
987,UNITE DE SOINS AMBULATOIRES ET CONSEILS (USAC),vaXwCOblEBA,105
988,CENTRE DE SANTE RURAL DE ANCIEN PROZI,o3ywE0G1u4n,106
989,CENTRE DE SANTE RURAL DE BAZRA-NATIS,kUmeNazGGNf,106
990,CENTRE DE SANTE RURAL DE BONOUFLA,cfgsUpXPXUU,106
991,CENTRE DE SANTE RURAL DE DANANON,oP2Mnr2qNW2,106
992,CENTRE DE SANTE RURAL DE GBABO,BlG54FoDbaA,106
993,CENTRE DE SANTE RURAL DE KETRO BASSAM,Ds35DW8OwKr,106
994,CENTRE DE SANTE RURAL DE PELEZI,HL4qqEnJWXu,106
995,CENTRE DE SANTE RURAL DE VAAFLA,AfpzpkWBoK7,106
996,CENTRE DE SANTE URBAIN DE DANIA,z3IjBuYynyQ,106
997,CENTRE DE SANTE URBAIN DE SEITIFLA,syHCDWS19EK,106
998,DISPENSAIRE RURAL DE BAHOULIFLA,fsyCCtV2RfB,106
999,HOPITAL GENERAL DE VAVOUA,uSE9vCkJ6OU,106
1000,CENTRE ANTITUBERCULEUX DE YAMOUSSOUKRO,QyEFSq2zIvi,108
1001,CENTRE MEDICO-SOCIAL WALLE,qklGwAq4y0W,108
1002,CENTRE HOSPITALIER REGIONAL DE YAMOUSSOUKRO,Retk1uWhJGh,108
1003,CENTRE DE SANTE RURAL DE ATTIEGOUAKRO,IVf1esuLfFf,108
1004,CENTRE DE SANTE RURAL DE LABOKRO,KvkiKHO8y8E,108
